A_value,B_value
50.82536166264468,48.689024046842945
66.64482881840902,21.544820461940244
72.22579668757332,53.50086357150791
47.09057360993587,31.687891388491003
46.83398270760173,30.19674003181366
87.6463615605768,4.904350926447606
107.59062355180615,57.832315983292304
99.84241635145395,68.982568566045
66.04597561622411,0.573743350946545
98.68393015111643,-3.0177208961788615
-3.622438405159185,-6.43730168033414
38.32713352390937,16.111500480239513
99.53148738474695,20.573571981529764
97.78478506592576,-7.737763774478039
56.363363484773515,31.06896574800343
73.68521547722419,4.081542084459681
70.09320231383963,62.31437671205832
42.692726599013525,30.105095274939856
89.27935376933186,-1.2222974172752963
37.98734316565849,28.178610248180846
53.13427366532295,41.07470250691882
70.47102719095554,47.79375017111834
97.16513783582627,3.5730250310585774
57.74016218064553,4.526601769202481
85.77564263308939,2.653694863277689
88.08983494152041,49.27045923643892
42.980146002142604,6.416107439798569
92.42148987235967,34.55867596915575
86.98411031989538,15.298752722617088
105.53845969609162,-3.862108428126314
55.63606118473936,-9.357259584937703
88.47871244287951,32.57399439519326
106.92752284232135,100.74962846025537
63.14442365688346,58.92851462843667
88.92690779204597,41.24372915347784
29.610190009967624,27.85392069750121
109.86136651285724,92.75901674881776
29.330605710270525,22.66498070291894
21.463328377927123,1.3404313537190937
84.01400343943946,4.752044755364015
23.2301325686215,14.004475879621555
93.77360322491874,72.00376686473899
79.07879165066694,4.63189925556426
106.61754948169907,-4.449597204698752
67.9170508299772,23.357006635874846
56.283134820172506,-2.5492276209402442
63.91777487910649,1.05944797982084
58.39808735353496,50.280613588507556
83.07027552974984,57.38819319057076
100.46259202044261,32.22898283890225
104.99767038152406,56.49179543321975
44.48028594067039,-5.9046207339905
92.90154581377425,5.014722155994056
107.57417331310478,75.71091176349474
57.11250720481648,30.785352025029155
17.23516970544084,14.733258082406778
47.13129033582857,10.919373408768635
69.51436786310093,62.34532083509515
76.26261555540214,5.817178797504745
88.30549583203504,67.27092761491042
82.90452767520043,82.12570322935126
74.93914540673319,18.225151185686506
103.12189036804403,9.86360438031749
82.45998239380796,-7.002221858935207
57.1517606538596,49.620889029914956
62.51921688221695,4.259740044894841
46.95881206474332,26.033330716524375
72.2132674874464,66.67594592255007
87.57993514211947,62.473915425494766
50.916479434077914,49.31167896862326
28.417732444416906,23.39145817258332
82.94934809174438,3.137104232460901
104.73284705537297,8.871788024176894
70.80144950353531,-0.7323396014996764
72.00167503080488,59.33750535528462
42.29310507873215,21.504347918163525
40.488294199438954,23.019531543764465
95.52619028818813,83.38351596500614
92.57422486057638,75.365664651277
4.157217914027349,-1.4771129757831822
72.39855445237387,19.09746784307107
90.34512448993051,76.28147862098318
63.169402073927245,44.3105797008686
68.35644093421146,41.14343279448674
101.72463175387567,13.25376084752645
49.59072181308175,47.340126382642566
58.52766166238261,26.364938081348363
101.50395063805846,90.73119959570366
73.39878649931694,45.97745693150074
107.9973954926894,15.998438836431408
99.95625737386486,60.29345272556546
68.49366654026154,60.09026655408965
45.165285659999476,3.7966323087307607
92.16274892347023,62.48376198890412
69.44965210103649,37.261139118230716
67.57446138355195,54.995691701663645
95.77376834253924,-2.287270547228224
78.75764813721682,15.10953091369133
31.65065909155907,16.215226227254153
49.22443703541963,6.7495397931931045
66.81226968245325,45.88862879946166
32.93841559860704,27.088953895584872
18.468336959687974,-4.558900974031634
93.00458017167745,45.04604452072023
68.36824540570507,18.113527662109302
4.301858100843772,-8.534577043085836
54.62540088507542,6.390468051628968
69.49957729156974,65.00098394434688
70.91075224864065,-4.276205900511698
89.49012854879868,35.9296459964602
76.44815551761096,54.13543200598323
63.40558377194316,32.705198717465805
80.39657556048263,19.706117630250866
88.65244957405282,8.308239888667607
95.93291607235456,42.990782269538215
91.63317016130506,10.126255749595536
50.10191965214874,1.6380418123501137
75.95544256042803,60.06736576424012
35.69009997415733,3.272581068310858
81.65219828646241,73.20506426293517
92.91364403296555,2.4494711154174187
71.3049500167612,16.475549137432495
84.97606176937977,7.987037726441034
104.81466530958707,48.707836587113306
69.71679442130419,38.43187239857372
109.54273337710212,1.922378816008381
101.29511422933084,2.2353417265304785
42.20062047112202,34.59762731930819
96.47462771874882,88.29908365315086
6.362345210866529,-4.655778823413517
23.72470143547163,10.500150278364305
82.47162632673796,78.0659032024731
107.61475080454308,23.212305098253452
88.07220991597595,58.52944921287218
59.098021187137874,57.21760255134279
65.9178914228732,16.334986650735424
106.84001683369256,-5.0863830343157135
-4.090783983862507,-6.55419417093511
101.78586389231967,47.321741852231135
105.34468915768275,52.25915915613703
61.93313784267306,19.118602103170367
3.7512269255416353,-4.1589122378016485
104.60812449118029,14.315941162815314
78.16555540905392,-0.6628173622277966
86.97399697915337,9.016316522873215
93.61981224168815,17.424613159393196
27.847280397655624,0.6003996801480618
99.59757298536536,26.805903381600224
59.04516612702206,-0.6463652488736304
30.94260507868271,0.8117629374081314
93.41655541851024,75.68514942472079
84.9440324682211,72.68941952647572
74.54819246220062,50.412018950448044
46.42424147649368,10.080633617144713
71.87753728173676,23.76653294167648
98.26064048812789,-3.106388861218079
38.939096816493965,19.10900578606035
41.112653178594336,35.52552751611302
71.69902129521795,31.580438278880422
70.95901419869102,-0.7977186956421392
56.7574637710548,4.598377190323433
55.65081059677935,53.123835545545894
68.64384693769104,10.204112493703779
85.82303859041426,8.02055043197512
103.40970509870158,102.51685527251762
72.9686021139166,3.85154839379544
71.83733282919482,23.665794267223248
86.9751857408722,36.41322919361422
108.65714133098584,73.83585891959532
24.40391119440632,-3.5076074606582175
48.41647295901658,-1.4816397109087642
103.20292315427355,68.0811083365369
11.395392817937854,7.8380177301053635
102.60797122286453,21.1378617804562
80.31111554010207,12.371714515720946
100.58004279337725,21.721612561422777
95.50955353474627,78.06854711043644
74.83712658125143,15.008506333960938
51.196362706909056,-4.101769166383309
102.07504237405652,38.304319199487956
107.69826401514078,4.607296758098585
38.82037631717656,1.2336785935822014
41.52708867879113,2.208990433353293
54.60353454671255,12.004796815050941
48.13052877184921,2.3105120087997744
0.8300898407048294,0.28656787832484376
-4.194000707866898,-5.836767492058352
107.15753171362678,57.04454934531998
32.589492406073404,4.198834737813932
77.77526904236163,9.838664984815093
96.17238153025652,56.70986298553642
66.26952679390753,33.03558346830788
74.61523729221017,29.321384002241224
107.01053112006005,88.20034024927375
65.24261800333171,47.20337406931151
67.39902008583957,61.91065718986111
18.871290146838952,7.795245973052957
97.49345744060811,5.427022439407052
65.26607994881428,43.617913804629026
41.23649405572016,7.055350428700436
106.56754831177722,103.53001991115173
32.0227959687312,0.5850239638400723
17.773093764425184,-9.442467783111814
103.40038506532453,91.25556268172869
101.5101965792914,84.17436949151218
66.50826607921157,46.5384120478187
50.79486297743833,6.018976546333221
80.9651225010478,20.554581207284187
22.156653345874858,-6.786249262362478
51.91551752656903,18.743557543692532
50.61026221923223,26.69982136180316
73.28088692922181,-9.94311274443195
98.60997371445424,92.87070887818115
93.3942474340682,49.89068152838374
52.798839414388944,-2.7815314084263054
106.57525378747698,46.010576706750555
104.56152518663659,70.58480900270794
91.27685018697693,83.66322868786543
-4.4395327223592185,-4.895901555599038
4.499912087576622,-5.255532881941503
96.76815407024391,36.06367430474365
93.49623383923729,31.22112849103089
106.66912802551957,32.852236367720884
35.621248041934294,8.244433228742494
39.655363420629335,-4.33929846134014
100.61073576667148,35.37825272705669
97.12284250686739,19.438749251375004
72.4976735208207,64.77089107410245
89.94997425934953,16.54794646331949
102.46645264527699,31.153864103014982
93.95332134589015,27.81106613827844
16.654385135593586,0.9274518079153093
4.35015840455681,0.06908820384218117
86.82756088568787,74.85331066822953
79.50919359445513,64.33914253217901
75.9580483832408,-0.23302945381532325
7.783752705378994,-4.968151232419129
100.07476343886732,75.1100675113503
107.96138236913376,26.653008235430143
67.83759702576808,57.359201410285536
44.59515884823461,-9.87628639762339
-5.581626290723056,-6.67643669237552
104.23896636222632,79.22695219591637
86.5529373331689,72.89719795739191
99.60704936704835,66.27007083347264
107.64602635528423,66.30878489112979
73.13918895478328,19.494537475305812
89.55278137065602,-9.004076146174928
53.736972810186195,14.355217163891524
40.12320624018135,17.686493672986185
46.27319688877794,-8.151510025400084
27.166883038903784,4.974402218667935
55.391191339057215,13.752228834613028
6.377437328821223,-6.210419494288284
97.90277561504007,91.97623212984487
93.27489967454756,49.435349237275354
76.33829481977799,20.91525074672088
96.63867901847111,-8.130679316840585
92.82787490447559,18.291544581264066
100.19144268323703,35.51638049228915
34.65236991255428,-2.5386236643979343
57.78110322841616,22.073036582463637
96.01165770564691,75.93795728501868
63.78854305562754,-3.2959187512940558
105.18167306803747,51.120464469393276
96.57938072777044,68.80950926041236
83.57783350091823,18.31031061412229
69.67447205729049,47.25061457588313
73.97747874592753,58.76401581099552
40.438610775196366,6.868168240349419
78.4795531808698,14.313267230981417
103.88868008319632,97.9147056105906
41.63880540612883,25.977352468736655
14.3983226014399,-6.188982094276203
93.31986743737635,79.6134513866938
9.127307465700039,-2.8250880305553494
65.72418764785881,-9.09114025866311
58.21619148354067,37.849603581397275
62.52320202123917,12.77140778245522
64.46635318115969,-5.81727193888649
-2.1537964989783376,-8.415204400718439
47.04606534646277,29.881157543340755
41.99647631703557,35.89731133370953
55.6408054226458,23.286368635877594
16.209677351834138,-4.532273835516785
83.61761011690052,71.48258643339003
93.49976086086221,45.83887656873473
61.58308492777775,44.01644662844707
92.58722046882842,0.7896684991129366
30.544151194239355,1.879683549958667
21.396379109075646,1.6565314622196823
7.458609186935732,-1.8196657424421492
81.00256601197484,-8.410139182691708
62.911214513395464,25.547304982643865
54.33704836807419,16.10140805728861
85.54503275959998,47.39530461109396
108.16132032094875,94.63750723311912
28.833497131434946,21.659386221942224
86.21428087031312,76.61147431076853
89.53254389251009,-1.500234360272552
102.03264033401021,72.62041631949958
59.785394931317214,0.12444864545551049
52.647054002609,1.1493489725819153
59.409462956751824,16.514971130409513
39.98669301620032,16.804051550301445
53.693721372415254,20.214733224900307
65.32922649401519,-2.408148980821383
103.13838358719634,31.810753306452128
95.14589084909328,84.3378514468222
67.76662848744176,-7.848039475066839
41.886070451124404,7.075955479580514
100.72971161152356,15.628455991655198
77.49671384430484,20.06293667539027
48.55849774644976,25.210457161903932
63.643839922549446,1.2860042941418257
100.40592904397421,12.761240052228434
82.96648425843355,55.40208340887364
90.65644162927534,61.15399822302756
75.37612835020728,31.3321865163161
63.12187948621866,1.9475666262603486
54.04622082073679,0.3182465085218311
56.45781604810057,55.50893452315539
24.90413109608405,-8.576917419725412
13.403391936133616,12.110498252522376
79.84599955179905,47.414106657683796
57.912420635532115,7.368990394052428
106.68766041310776,-8.417331424912549
89.24794035261661,49.646367530083204
109.91632099410944,67.21358174161705
46.75340226671685,7.403035617826468
66.32559292720508,16.835249733704284
66.07240314076972,48.459405942341185
85.8487476157569,81.72417924861797
67.36351269224056,-9.612799075381293
55.08108402382943,14.110293575599972
90.84430658524485,55.19857538070673
92.66503105392685,87.15829660345135
89.47789938498966,66.92661859331002
22.66929241689985,4.921652986771257
83.08525092254241,31.300496601888696
88.98876994713798,60.911599462340575
84.03176499056906,-1.173312938876471
104.96689877539143,6.684795393759977
32.5335707611056,-2.3074416091628125
72.21956970976194,57.3209068144367
74.19832593698715,56.47646004333012
70.90768660488865,39.902714910478025
29.548383752891183,-0.31870242629438295
92.7066868983153,5.135511875497087
96.39922641456326,52.58886016378201
75.19323496229524,41.11401417431249
6.589870778673067,-0.892577324784849
73.38437094552947,69.99794737192977
90.16925475066523,89.12272711774922
100.78578092207951,93.137556494355
57.19658924395425,52.516484367665726
87.85826814309362,35.25455548953638
72.17023549556335,-0.6571353181462047
89.91619737039139,52.1106744617475
89.64860999254586,-3.9517165910711682
41.38529732317923,23.168969568360957
85.6727213127586,44.63137253959858
70.43761385670939,-5.199648579043288
84.16766640974676,54.03639204507141
96.65966502181676,-3.811341172797582
94.3322144076908,84.30450316138716
62.280541464248245,21.256134912405628
94.73875712882878,74.89409867056781
95.30708374214325,75.9171936088943
98.07884314316276,8.892705185530009
100.64890002946075,28.496176658162724
6.287584911624787,-1.75259211411975
55.178013114600304,54.34953883002852
108.87876350297661,51.863988744364384
86.30241202559483,5.104603828387919
92.45495399207066,91.12749351009154
101.31524034068579,77.29814025659591
55.572055339898185,5.899504487310342
89.53551736925299,-4.536504016876477
34.47889296457322,20.13931277618464
93.39390492177195,20.120303854107103
82.5581870149901,60.157275415171355
109.3324116670366,107.13630551086452
19.53408192277162,9.444590877381998
74.95612280636617,-1.0883891992657588
70.237197407477,46.38362426674874
42.98899775122229,30.186876925340698
28.558395926800706,9.365490700727229
101.26164531219483,75.7282952415998
67.0275462697829,-8.56644320935315
75.46633721697508,-5.652930402204199
79.60758237805081,26.00769543648738
64.57096931241294,9.759486608444728
79.75608025875421,23.90617176396036
83.43011929744104,48.71065445537798
-2.4069980889363363,-3.1003381022110155
65.77450704860117,27.6508582913291
70.62851955625094,20.398600061820524
82.78491187879605,82.12437111272365
89.24948070945881,60.54935832183179
99.89650610977807,27.451879334716544
67.47246941603305,9.469557789849688
100.01108376202173,65.10448476790783
68.00818016030843,29.783853953190288
17.187710333407704,8.001747089089069
23.559753765772747,13.107741586523261
94.24013716230215,1.3946486007488659
86.5334339560815,78.84846656504018
84.50448347003817,-2.4735925156398286
39.07982414834112,6.480776993327542
92.84770423442724,-5.930555574634027
85.03439637202383,14.31202845848437
79.60004806032626,69.23708820988736
98.84564989259566,34.90756723332955
68.47785914458485,4.46477747268505
45.951919325923576,-5.179733648685234
23.003081753012637,20.55910045303421
79.08549144226478,9.625332829081206
96.37980972629492,19.30196819714762
44.87635059296804,4.740878013814616
93.46412619388703,15.808837988898787
38.330247937010824,27.029071379594747
42.19043715113521,25.1871074890868
102.884932003704,68.39972690526857
45.79342640344899,17.295757800169106
93.64009812810522,64.35686346581646
107.72989906534544,-6.6296716276791035
107.35079281105384,96.11623193636876
97.72168864462594,54.80438387257922
62.61334338202413,27.089110014365644
70.41880047897625,52.92521839584878
77.31346503814633,25.643686656326345
13.426964284612882,1.9895635880017934
